# RadiaCode XML energy-recalibrated spectrum
# Calibration,E_keV = 5.151420584 + 2.431018093*c + 0.000374694301*c^2
# Channel indexing,zero-based RadiaCode XML channel index
# Name,RadiaCode-103
# SpectrumName,Am-241 Spectrum 21-06-2026
# SerialNumber,RC-103-006489
# StartTime,2026-06-21T18:01:58
# EndTime,2026-06-21T18:10:50
# MeasurementTime,532
# NumberOfChannels,1024
# Original_XML_Calibration,E_keV = 8.0997305 + 2.35303*c + 0.0003807156*c^2

Energy_keV,Counts
1524.008585,0
1526.870127,0
1529.732419,0
1532.595459,0
1535.459249,0
1538.323789,0
1541.189077,0
1544.055116,0
1546.921903,0
1549.789440,0
1552.657726,1
1555.526762,0
1558.396547,0
1561.267082,0
1564.138366,0
1567.010399,0
1569.883182,0
1572.756714,0
1575.630995,0
1578.506026,0
1581.381806,0
1584.258336,0
1587.135615,0
1590.013643,0
1592.892421,0
1595.771948,0
1598.652225,0
1601.533251,0
1604.415026,0
1607.297551,0
1610.180825,0
1613.064848,0
1615.949621,1
1618.835144,0
1621.721415,0
1624.608436,1
1627.496207,0
1630.384727,0
1633.273996,0
1636.164014,0
1639.054782,0
1641.946300,0
1644.838567,1
1647.731583,1
1650.625348,0
1653.519863,0
1656.415128,1
1659.311141,0
1662.207904,0
1665.105417,0
1668.003679,0
1670.902690,0
1673.802451,0
1676.702961,0
1679.604220,0
1682.506229,0
1685.408987,0
1688.312495,0
1691.216752,0
1694.121758,0
1697.027514,0
1699.934019,0
1702.841274,0
1705.749278,1
1708.658031,0
1711.567534,0
1714.477786,0
1717.388787,0
1720.300538,0
1723.213038,1
1726.126288,0
1729.040287,0
1731.955036,0
1734.870533,1
1737.786781,0
1740.703777,1
1743.621523,0
1746.540019,0
1749.459263,0
1752.379258,1
1755.300001,0
1758.221494,0
1761.143736,1
1764.066728,0
1766.990469,0
1769.914960,0
1772.840199,0
1775.766189,0
1778.692927,0
1781.620415,0
1784.548653,0
1787.477640,0
1790.407376,0
1793.337861,0
1796.269096,0
1799.201081,1
1802.133815,0
1805.067298,0
1808.001530,0
1810.936512,0
1813.872244,0
1816.808724,0
1819.745954,0
1822.683934,0
1825.622663,0
1828.562141,0
1831.502369,0
1834.443346,0
1837.385072,0
1840.327548,0
1843.270773,0
1846.214748,1
1849.159472,0
1852.104945,0
1855.051168,0
1857.998140,0
1860.945861,0
1863.894332,0
1866.843553,0
1869.793522,0
1872.744241,0
1875.695710,0
1878.647928,0
1881.600895,0
1884.554612,0
1887.509078,0
1890.464293,0
1893.420258,0
1896.376972,0
1899.334436,0
1902.292649,0
1905.251611,0
1908.211323,0
1911.171784,0
1914.132995,0
1917.094954,0
1920.057664,0
1923.021122,1
1925.985331,0
1928.950288,0
1931.915995,1
1934.882451,0
1937.849657,0
1940.817612,0
1943.786316,1
1946.755770,0
1949.725973,0
1952.696926,0
1955.668628,0
1958.641079,0
1961.614280,0
1964.588230,0
1967.562929,0
1970.538378,0
1973.514577,0
1976.491524,0
1979.469221,0
1982.447668,0
1985.426864,0
1988.406809,0
1991.387504,0
1994.368948,0
1997.351141,0
2000.334084,0
2003.317776,0
2006.302218,0
2009.287409,0
2012.273349,0
2015.260039,0
2018.247478,0
2021.235666,0
2024.224604,0
2027.214292,0
2030.204728,0
2033.195914,0
2036.187850,0
2039.180535,0
2042.173969,0
2045.168153,0
2048.163086,0
2051.158768,0
2054.155200,0
2057.152381,0
